Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Aggiornato seo (product.metafields.custom.aggiornato_seo),Descr Img Prod (product.metafields.custom.descr_img_prod),DIMENSIONI (L.H.P.) (product.metafields.custom.dimensioni_l_h_p),Faqs Prodotto (product.metafields.custom.faqs_prodotto),Faq D1 (product.metafields.custom.faq_d),Faq D2 (product.metafields.custom.faq_d2),Faq D3 (product.metafields.custom.faq_d3),Faq D4 (product.metafields.custom.faq_d4),Faq D5 (product.metafields.custom.faq_d5),Flusso luminoso totale (product.metafields.custom.flusso_luminoso_totale),Waterproof (product.metafields.custom.impermeabilit_),Marca Moto (product.metafields.custom.make_list),Materiale (product.metafields.custom.materiale),MetaSeoProd (product.metafields.custom.metaseoprod),Modalità funzionamento (product.metafields.custom.modalit_funzionamento),Peso (product.metafields.custom.peso),Potenza (product.metafields.custom.potenza),Product icons (product.metafields.custom.product_icons),Quantità (product.metafields.custom.quantit_),TabellaProdotto (product.metafields.custom.tabellaprodotto),Temperatura Colore (product.metafields.custom.temperatura_colore),Volume Lt. (product.metafields.custom.volume_lt_),Year from (product.metafields.custom.year_from),Year to (product.metafields.custom.year_to),Youtube Link (product.metafields.custom.youtube_link),Numero di valutazioni del prodotto (product.metafields.reviews.rating_count),Dimensioni dell'accessorio (product.metafields.shopify.accessory-size),Età (product.metafields.shopify.age-group),Funzionalità della borsa/custodia (product.metafields.shopify.bag-case-features),Materiale borsa/custodia (product.metafields.shopify.bag-case-material),Funzionalità di conservazione della borsa/custodia (product.metafields.shopify.bag-case-storage-features),Tipo di borsa (product.metafields.shopify.bag-type),Opzioni di trasporto (product.metafields.shopify.carry-options),Tipo di caricabatterie (product.metafields.shopify.charger-type),Color (product.metafields.shopify.color-pattern),Funzionalità del dispositivo di comunicazione (product.metafields.shopify.communication-device-features),Tipo di connessione (product.metafields.shopify.connection-type),Tecnologia di connettività (product.metafields.shopify.connectivity-technology),Funzionalità della copertina (product.metafields.shopify.cover-features),Materiale del rivestimento (product.metafields.shopify.cover-material),Tipo di copertura (product.metafields.shopify.cover-type),Tessuto (product.metafields.shopify.fabric),Funzionalità (product.metafields.shopify.features),Tipo di vestibilità (product.metafields.shopify.fit-type),Tipo di indicatore (product.metafields.shopify.gauge-type),Materiale per la manifattura (product.metafields.shopify.handwear-material),Condizione dell’articolo (product.metafields.shopify.item-condition),Materiale dell'articolo (product.metafields.shopify.item-material),Sorgente luminosa (product.metafields.shopify.light-source),Funzionalità di illuminazione (product.metafields.shopify.lighting-features),Tipo di produttore (product.metafields.shopify.manufacturer-type),Materiale (product.metafields.shopify.material),Funzionalità di montaggio/supporto (product.metafields.shopify.mount-stand-features),Funzionalità specializzate del lettore/registratore (product.metafields.shopify.player-recorder-specialized-features),Fonte di alimentazione (product.metafields.shopify.power-source),Funzionalità dell'equipaggiamento protettivo (product.metafields.shopify.protective-gear-features),Materiale dell'attrezzatura di sicurezza (product.metafields.shopify.safety-equipment-material),Genere di destinazione (product.metafields.shopify.target-gender),Area di applicazione del veicolo (product.metafields.shopify.vehicle-application-area),Funzionalità di guida/gestione del veicolo (product.metafields.shopify.vehicle-drive-handling-features),Funzionalità del veicolo (product.metafields.shopify.vehicle-features),Funzionalità del telaio/carrozzeria del veicolo (product.metafields.shopify.vehicle-frame-body-features),Design dello specchietto del veicolo (product.metafields.shopify.vehicle-mirror-design),Funzionalità dello specchietto del veicolo (product.metafields.shopify.vehicle-mirror-features),Tipo di specchietto per veicolo (product.metafields.shopify.vehicle-mirror-type),Tipo di veicolo (product.metafields.shopify.vehicle-type),Prodotti complementari (product.metafields.shopify--discovery--product_recommendation.complementary_products),Prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products),Impostazioni dei prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products_display),Boost dei prodotti per la ricerca (product.metafields.shopify--discovery--product_search_boost.queries),Highlighted Product (product.metafields.theme.highlight),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
valigie-laterali-bmw-r-1250-gs-adv,Valigie laterali BMW R 1250 GS - ADV,"<div class=""product-description"">
<h2>Massima capienza e resistenza per la tua BMW</h2>
<p>Sei alla ricerca delle migliori <strong>Valigie laterali BMW R 1250 GS - ADV</strong>? Endurrad presenta il set definitivo in alluminio, progettato per soddisfare le esigenze dei viaggiatori più estremi e per chi usa la moto tutti i giorni.</p>
<p>Queste valigie non sono semplici accessori, ma una protezione fondamentale per il tuo equipaggiamento. Grazie alla costruzione in alluminio ad alto spessore e agli angolari rinforzati, offrono una resistenza superiore agli impatti rispetto alle soluzioni standard.</p>
<h3>Caratteristiche Tecniche e Vantaggi</h3>
<ul>
<li>
<strong>Struttura Heavy Duty:</strong> Alluminio aerospaziale resistente a urti e sollecitazioni off-road.</li>
<li>
<strong>100% Impermeabili:</strong> Guarnizioni a tenuta stagna per proteggere il carico da acqua e polvere.</li>
<li>
<strong>Sicurezza Garantita:</strong> Serrature in acciaio inox con chiave codificata incluse.</li>
<li>
<strong>Design Funzionale:</strong> Ganci superiori per fissare borse extra o accessori.</li>
</ul>
<h3>Compatibilità Modelli BMW</h3>
<p>Sebbene siano le <em>Valigie laterali BMW R 1250 GS - ADV</em> per eccellenza, il nostro sistema di aggancio preciso garantisce una compatibilità perfetta anche con la serie precedente R 1200 LC. Il set monta su:</p>
<ul>
<li>
<strong>BMW R 1250 GS Adventure</strong> (Tutte le versioni)</li>
<li>
<strong>BMW R 1250 GS</strong> (Tutte le versioni)</li>
<li>
<strong>BMW R 1200 GS Adventure</strong> (2014 - 2018)</li>
<li>
<strong>BMW R 1200 GS</strong> (2013 - 2018)</li>
</ul>
<h3>Scheda Sintetica</h3>
<table style=""border-collapse: collapse; border-color: #ddd;"" border=""1"" width=""100%"" cellpadding=""5"">
<tbody>
<tr>
<td style=""background-color: #f9f9f9; width: 40%;""><strong>Tipo Prodotto</strong></td>
<td>Valigie Rigide Laterali</td>
</tr>
<tr>
<td style=""background-color: #f9f9f9;""><strong>Materiale</strong></td>
<td>Alluminio con angoli in tecnopolimero</td>
</tr>
<tr>
<td style=""background-color: #f9f9f9;""><strong>Installazione</strong></td>
<td>Su telaietti laterali (verifica compatibilità)</td>
</tr>
<tr>
<td style=""background-color: #f9f9f9;""><strong>Utilizzo</strong></td>
<td>Touring / Off-Road / Adventure</td>
</tr>
</tbody>
</table>
<br>
<p><em>Affida il tuo bagaglio alla qualità Endurrad. Acquista oggi le tue nuove valigie in alluminio e preparati al prossimo viaggio senza confini.</em></p>
</div>",LOBOO,Vehicles & Parts > Vehicle Parts & Accessories,Valigie,"BMW, BMW R 1250 GS, BMW R 1250 GS ADV, R 12, R 1200 GS, R 1200 GS Adventure, VALIGIE LATERALI",true,Valigie in alluminio LOBOO PIKE TRACKER (Colore),Nero,,,,,,,,P45L-BK+P38R-BK+JP071B,0.0,shopify,deny,manual,1172.00,,true,true,,,,,06973227077893+06973227077862+6978601700008,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r-1250-gs-adv-6142633.png?v=1765010962,1,Valigie laterali BMW R 1250 GS - ADV - ENDURRAD,false,,"Valigie Laterali BMW R 1250 GS ADV - LOBOO PIKE TRACKER Potenzia ogni tua avventura, sia su strada che fuoristrada, con il set di valigie laterali",5512,,,,,,,,,,,,,,valigie-pike-tracker-1; valigie-pike-tracker-2; valigie-pike-tracker-3; valigie-pike-tracker-4; valigie-pike-tracker-5,,,,,,,IP68,BMW,ALLUMINIO - ACCIAIO,valigie-laterali-in-alluminio-loboo-pike-tracker-per-bmw-r-1250-gs-adv,,12.0kg,,3-pz; waterproof-ip-68; black-o-silver; acciaio; alluminio,1 TELAIO + VALIGIE 38L DX + 45L SX,,,38.0l; 45.0l,,,,,,,,,,,,,silver-nero; black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,motociclo,top-case-alluminio-pike-tracker-loboo; monitor-moto-carplay-android-auto-dashcam-jado-s6; piastra-top-case-bmw-r-1200-1250-gs,valigie-semirigide-wanderer; borsa-posteriore-wanderer-50l,only manual,"valigie laterali BMW R1250 GS ADV
side cases LOBOO Pike Tracker R1250
valigie alluminio R1250 GS ADV
valigie rigide LOBOO R1250 GS
valigie laterali compatibili R1250
valigie touring BMW R1250 ADV
valigie impermeabili R1250 GS ADV
set valigie laterali Pike Tracker
valigie laterali premium R1250 ADV
valigie laterali robuste BMW GS",,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r1250-gs-adv-loboo-pike-tracker-9564900.png?v=1765010706,kg,,479.00,active
valigie-laterali-bmw-r-1250-gs-adv,,,,,,,,,Silver/Nero,,,,,,,,P45L-SL+P38R-SL+JP071B,0.0,shopify,deny,manual,1105.00,,true,true,,,,,06973227077916+06973227077879+6978601700008,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r-1250-gs-adv-8992032.png?v=1765010965,2,Valigie laterali BMW R 1250 GS - ADV - ENDURRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r1250-gs-adv-loboo-pike-tracker-3789272.png?v=1765010706,kg,,453.00,
valigie-laterali-bmw-r-1250-gs-adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r-1250-gs-adv-6968646.png?v=1765010965,3,Valigie laterali BMW R 1250 GS - ADV - ENDURRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valigie-laterali-bmw-r-1250-gs-adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r1250-gs-adv-loboo-pike-tracker-7787586.png?v=1765010706,4,Telai valigie BMW R 1250 GS ADV - LOBOO PIKE TRACKER - Endurrad.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valigie-laterali-bmw-r-1250-gs-adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r1250-gs-adv-loboo-pike-tracker-9564900.png?v=1765010706,5,Valigie laterali BMW R 1250 GS ADV - LOBOO PIKE TRACKER - Endurrad.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valigie-laterali-bmw-r-1250-gs-adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-bmw-r1250-gs-adv-loboo-pike-tracker-3789272.png?v=1765010706,6,Valigie laterali BMW R 1250 GS ADV - LOBOO PIKE TRACKER - Endurrad.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valigie-laterali-honda-crf-1100-l-africa-twin-adv,Valigie Laterali Honda CRF 1100 L Africa Twin - Adv,"<h2>Valigie laterali HONDA CRF 1100 L AFRICA TWIN ADVENTURE - LOBOO PIKE TRACKER</h2>
<p>Progettate specificamente le valigie laterali HONDA CRF 1100 L AFRICA TWIN ADVENTURE Loboo Pike Tacker  e il top case offrono una combinazione perfetta di robustezza e funzionalità per gli appassionati di avventure su due ruote. <br><strong>Caratteristiche principali:</strong></p>
<ul>
<li>
<p><strong>Materiale di alta qualità:</strong> Realizzate in lega di alluminio ad alta resistenza, queste valigie garantiscono durabilità e leggerezza, ideali per affrontare qualsiasi percorso.</p>
</li>
<li>
<p><strong>Sicurezza avanzata:</strong> Dotate di una serratura di alta qualità e di una chiave speciale retrattile, assicurano la massima protezione dei tuoi effetti personali durante il viaggio.</p>
</li>
<li>
<p><strong>Impermeabilità eccellente:</strong> La realizzazione accurata assicura una protezione completa contro l'acqua, mantenendo il contenuto asciutto anche in condizioni meteorologiche avverse.</p>
</li>
<li>
<p><strong>Comfort aggiuntivo:</strong> Il morbido cuscinetto posteriore integrato offre un ulteriore livello di comfort per il passeggero, rendendo ogni viaggio più piacevole.</p>
</li>
</ul>
<p><strong>Perché scegliere levaligie laterali HONDA CRF 1100 L AFRICA TWINADVENTURE Loboo Pike Tacker?</strong></p>
<p>Queste valigie non solo migliorano l'estetica della tua moto, ma offrono anche una soluzione pratica e sicura per il trasporto dei bagagli. Che tu stia pianificando un lungo viaggio o una breve escursione, levaligie laterali HONDA CRF 1100 L AFRICA TWINADVENTURE Loboo Pike Tacker sono progettate per soddisfare le esigenze dei motociclisti più esigenti.</p>
<p><br><img src=""https://cdn.shopify.com/s/files/1/0604/6561/0991/files/Valigie_laterali_HONDA_CRF1100L_AFRICA_TWIN_001.jpg?v=1742194420"" alt=""""><img src=""https://cdn.shopify.com/s/files/1/0604/6561/0991/files/Valigie_laterali_HONDA_CRF1100L_AFRICA_TWIN_002.jpg?v=1742194420"" alt=""""></p>",LOBOO,Vehicles & Parts > Vehicle Parts & Accessories,Valigie,"Honda CRF 1100 L, HONDA CRF 1100L AFRICA TWIN, HONDA CRF 1100L AFRICA TWIN ADV, VALIGIE LATERALI",true,Valigie in alluminio LOBOO PIKE TRACKER (Colore),Nero,,,,,,,,P35L-BK+P30R-BK+JP322B,0.0,shopify,deny,manual,1039.00,,true,true,,,,,06973227077794+06973227077763+6973227078395,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-honda-crf1100l-africa-twin-adventure-2020-8873541.jpg?v=1754634881,1,Valigie Laterali Honda CRF 1100 L Africa Twin - Adv - Endurrad®,false,,"Valigie laterali HONDA CRF 1100 L AFRICA TWIN ADVENTURE, sicure e resistenti per i tuoi viaggi ed escursioni in moto.",5512,,,,,,,,,,,,,498.0mm; 268.0mm; 408.0mm,valigie-pike-tracker-1; valigie-pike-tracker-2; valigie-pike-tracker-3; valigie-pike-tracker-4; valigie-pike-tracker-5,,,,,,,IP68,HONDA,ALLUMINIO - ACCIAIO,valigie-laterali-in-alluminio-loboo-pike-tracker-per-honda-crf-1100-l-africa-twin-adv,,12.0kg,,3-pz; waterproof-ip-68; black-o-silver; acciaio; alluminio,1 TELAIO + VALIGIE 30L DX + 35L SX,,,30.0l; 35.0l,,,,,,,,,,,,,silver-nero; black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,motociclo,top-case-alluminio-pike-tracker-loboo; piastra-top-case-honda-crf-1100-l-africa-twin-adv; monitor-moto-carplay-android-auto-dashcam-jado-s6,valigie-semirigide-wanderer; borsa-posteriore-wanderer-50l,only manual,"valigie laterali Honda CRF1100L Adventure
valigie laterali Africa Twin CRF1100L
valigie alluminio CRF1100L Africa Twin
valigie rigide Africa Twin Adventure
valigie compatibili CRF1100L Adventure
set valigie laterali Africa Twin
valigie laterali impermeabili CRF1100L
valigie touring Africa Twin
valigie laterali per CRF1100L Adventure
side cases Africa Twin CRF1100L",,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-honda-crf1100l-africa-twin-adventure-2020-8241666.png?v=1754634883,kg,,421.00,active
valigie-laterali-honda-crf-1100-l-africa-twin-adv,,,,,,,,,Silver/Nero,,,,,,,,P35L-SL+P30R-SL+JP322B,0.0,shopify,deny,manual,972.00,,true,true,,,,,06973227077817+06973227077770+6973227078395,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-honda-crf1100l-africa-twin-adventure-2020-3291336.jpg?v=1754634880,2,Valigie Laterali Honda CRF 1100 L Africa Twin - Adv - Endurrad®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-honda-crf1100l-africa-twin-adventure-2020-4396791.png?v=1754635041,kg,,395.00,
valigie-laterali-honda-crf-1100-l-africa-twin-adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-honda-crf1100l-africa-twin-adventure-2020-3752266.jpg?v=1754634881,3,Valigie Laterali Honda CRF 1100 L Africa Twin - Adv - Endurrad®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valigie-laterali-honda-crf-1100-l-africa-twin-adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0604/6561/0991/files/valigie-laterali-honda-crf1100l-africa-twin-adventure-2020-8539609.jpg?v=1754634882,4,Valigie Laterali Honda CRF 1100 L Africa Twin - Adv - Endurrad®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
